ref,who,common,scientific,genus,lng,lat,date_planted,address,city,state,zip,country,neighborhood,health,dbh,height,owner,url,urlimage,status,notes
357,tfo,cork oak,Quercus suber (Cork Oak),,-122.227627,37.794008,2017-04-15 09:00:00,2708 22nd Ave,Oakland,CA,,US,Highland Park,good,,,Public,,,,
358,tfo,ginkgo,"Ginkgo Biloba ""The President""",,-122.258222,37.799167,2017-04-15 09:00:00,1255 1st Ave,Oakland,CA,,US,Merritt,good,,,Private,,,,
359,tfo,silver linden,Tilia Tormensa - Silver Linden,,-122.276427,37.824864,,943 34th St,Oakland,CA,,US,Hoover/Pill Hill,good,,,Public,,,,
360,tfo,jacaranda,Jacaranda mimosifolia,,-122.189023,37.766694,2017-04-15 09:00:00,2319 65th Ave,Oakland,CA,,US,Picardy/Seminary,good,,,Private,,,,
361,tfo,tupelo,Nyssa sylvatica 'Haymanred' (Red Rage tupelo),,-122.168050,37.754409,2017-04-15 09:00:00,2024 88th Ave,Oakland,CA,,US,Far East Oakland (86th Ave and beyond),good,,,Public,,,,Heavy wounding on trunk/ could use water.
362,tfo,tupelo,Nyssa sylvatica 'Majestic',,-122.168115,37.754379,2019-10-03 09:00:00,2018 88th Ave,Oakland,CA,,US,Far East Oakland (86th Ave and beyond),good,,,Public,,,replaced dead tree in Oct 2019 w different species,DEAD 7/29/2019
363,tfo,,Arbutus 'Marina',,-122.224218,37.785248,2017-04-22 09:00:00,2051 Austin St,Oakland,CA,,US,Fruitvale (Lower),good,,,Public,,,,
364,tfo,hybrid madrone,Arbutus 'Marina',,-122.224203,37.785290,2017-04-22 09:00:00,2051 Austin St,Oakland,CA,,US,Fruitvale (Lower),good,,,Public,,,,There is a sinkhole in the planting strip no amount of mulch will fix
365,tfo,Box Elder,Acer negundo 'Sensation' (Sensation boxelder),,-122.184806,37.770123,2017-04-22 09:00:00,2680 64th Ave,Oakland,CA,,US,Picardy/Seminary,good,,,Private,,,,
366,tfo,Box Elder,Acer negundo 'Sensation' (Sensation boxelder),,-122.184708,37.770108,2017-04-22 09:00:00,2680 64th Ave,Oakland,CA,,US,Picardy/Seminary,good,,,Private,,,,trunk guard present 9/2016/18; Doug Brooms noted trunk dmg Aug '18
367,tfo,Emerald Sunshine Elm,Ulmus propinqua 'Emerald Sunshine',,-122.184997,37.770358,2017-04-22 09:00:00,2680 64th Ave,Oakland,CA,,US,Picardy/Seminary,good,,,Private,,,,
368,tfo,red maple,Acer rubrum ?October Glory? Red Maple,,-122.202123,37.762443,2017-04-29 09:00:00,1201 60th Ave,Oakland,CA,,US,Picardy/Seminary,good,,,Public,,,,
369,tfo,red maple,Acer rubrum ?October Glory? Red Maple,,-122.202442,37.762622,2017-04-29 09:00:00,1201 60th Ave,Oakland,CA,,US,Picardy/Seminary,good,,,Public,,,,
370,tfo,black maple,Acer nigrum 'Greencolumn' (black maple),,-122.202381,37.762563,2017-04-22 09:00:00,1201 60th Ave,Oakland,CA,,US,Picardy/Seminary,good,,,Public,,,,
371,tfo,red maple,Acer rubrum ?October Glory? Red Maple,,-122.202323,37.762513,2017-04-29 09:00:00,1201 60th Ave,Oakland,CA,,US,Picardy/Seminary,good,,,Public,,,,
372,tfo,black maple,Acer nigrum 'Greencolumn' (black maple),,-122.202282,37.762477,2017-04-22 09:00:00,1201 60th Ave,Oakland,CA,,US,Picardy/Seminary,good,,,Public,,,,
373,tfo,red maple,Acer rubrum ?October Glory? Red Maple,,-122.202238,37.762437,2017-04-29 09:00:00,1201 60th Ave,Oakland,CA,,US,Picardy/Seminary,good,,,Public,,,,
374,tfo,incense cedar,Calocedrus decurrens Incense Cedar,,-122.202184,37.762457,2017-04-22 09:00:00,1201 60th Ave,Oakland,CA,,US,Picardy/Seminary,good,,,Private,,,,
375,tfo,,Laurus nobilis ?Saratoga? Saratoga Laurel,,-122.216477,37.782418,2017-04-22 09:00:00,2027 36th Ave,Oakland,CA,,US,Fruitvale (Lower),good,,,Public,,,,No green in the tips/ fragile branches
376,tfo,Colonial Spirit American elm,Ulmus americana 'Colonial Spirit',,-122.272448,37.826295,2017-04-22 09:00:00,3637 West St,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Private,,,,
377,tfo,Saratoga laurel,Saratoga Laurel,,-122.248096,37.796464,2017-04-29 09:00:00,733 E 18th St,Oakland,CA,,US,Clinton Park / San Antonio - excluding San Antonio Park,good,,,Public,,,,
378,tfo,hybrid madrone,arbutus marina,,-122.248065,37.796446,2017-04-29 09:00:00,733 E 18th St,Oakland,CA,,US,Clinton Park / San Antonio - excluding San Antonio Park,good,,,Public,,,,
379,tfo,silver linden,Silver Linden (Tilia tomentosa 'Sterling'),,-122.215535,37.801720,2017-04-29 09:00:00,3550 Fruitvale Ave,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,
380,tfo,tangelo,Tangelo Minneola,,-122.274954,37.821831,2017-04-15 09:00:00,863 32nd St,Oakland,CA,,US,Hoover/Pill Hill,good,,,Private,,,,
381,tfo,Emerald Sunshine Elm,Ulmus propinqua Emerald Sunshine,,-122.277102,37.816981,2017-05-13 09:00:00,872 Milton St,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Private,,,Mayr,
382,tfo,silver linden,Tilia tomentosa 'Sterling',,-122.186008,37.763355,2017-05-13 09:00:00,1752 69th Ave,Oakland,CA,,US,Havenscourt,good,,,Private,,,Mayr,
383,tfo,silver linden,Tilia tomentosa 'Sterling',,-122.185963,37.763382,2017-05-13 09:00:00,1752 69th Ave,Oakland,CA,,US,Havenscourt,good,,,Private,,,Mayr,
384,tfo,silver linden,Tilia tomentosa 'Sterling' (silver linden),,-122.208600,37.777600,2017-05-13 09:00:00,1615 51st Ave,Oakland,CA,,US,Melrose,good,,,Public,,,Mayr,
385,tfo,London plane tree,Platanus x acerifolia 'Columbia',,-122.208600,37.777789,2017-05-13 09:00:00,2152 High St,Oakland,CA,,US,Fruitvale (Lower),good,,,Public,,,Mayr,
386,tfo,London plane tree,Platanus x acerifolia 'Columbia',,-122.208552,37.777840,2017-05-13 09:00:00,2152 High St,Oakland,CA,,US,Fruitvale (Lower),good,,,Public,,,Mayr,
387,tfo,tupelo,Nyssa sylvatica 'Wildfire',,-122.283102,37.808715,2017-05-20 09:00:00,1001 14th St,Oakland,CA,,US,West Oakland - Lowell Park,good,,,Public,,,#1 of 20,
388,tfo,Greenstone elm,Ulmus davidiana 'Greenstone',,-122.283271,37.808656,2017-05-20 09:00:00,1001 14th St,Oakland,CA,,US,West Oakland - Lowell Park,good,,,Public,,,#2 of 20,
389,tfo,Afghan pine,Pinus eldarica,,-122.283129,37.808642,2017-05-20 09:00:00,1001 14th St,Oakland,CA,,US,West Oakland - Lowell Park,good,,,Public,,,#3 of 20,
390,tfo,Afghan pine,Pinus eldarica,,-122.283253,37.808563,2017-05-20 09:00:00,1001 14th St,Oakland,CA,,US,West Oakland - Lowell Park,good,,,Public,,,#4 of 20,Stakes ready to be removed?
391,tfo,Afghan pine,Pinus eldarica,,-122.283286,37.808534,2017-05-20 09:00:00,1001 14th St,Oakland,CA,,US,West Oakland - Lowell Park,good,,,Public,,,#5 of 20,
392,tfo,Canary Island pine,Pinus canariensis,,-122.283209,37.808517,2017-05-20 09:00:00,1001 14th St,Oakland,CA,,US,West Oakland - Lowell Park,good,,,Public,,,#6 of 20,
393,tfo,Canary Island pine,Pinus canariensis,,-122.283183,37.808489,2017-05-20 09:00:00,1001 14th St,Oakland,CA,,US,West Oakland - Lowell Park,good,,,Public,,,#7 of 20,Stakes ready to be removed?
394,tfo,Canary Island pine,Pinus canariensis,,-122.283231,37.808477,2017-05-20 09:00:00,1001 14th St,Oakland,CA,,US,West Oakland - Lowell Park,good,,,Public,,,#8 of 20,
395,tfo,Canary Island pine,Pinus canariensis,,-122.283199,37.808451,2017-05-20 09:00:00,1001 14th St,Oakland,CA,,US,West Oakland - Lowell Park,good,,,Public,,,#9 of 20,
396,tfo,Canary Island pine,Pinus canariensis,,-122.283212,37.808413,2017-05-20 09:00:00,1001 14th St,Oakland,CA,,US,West Oakland - Lowell Park,good,,,Public,,,#10 of 20,Stakes ready to be removed?
397,tfo,Afghan pine,Pinus eldarica,,-122.283248,37.808324,2017-05-20 09:00:00,1001 14th St,Oakland,CA,,US,West Oakland - Lowell Park,good,,,Public,,,#11 of 20,One stake is broken but rig is standing fine; Stakes ready to be removed?
398,tfo,,Quercus virginiana,,-122.283310,37.808359,2017-05-20 09:00:00,1001 14th St,Oakland,CA,,US,West Oakland - Lowell Park,good,,,Public,,,#12 of 20,Tree is dead/ trunk removed
399,tfo,,Ulmus americana 'Colonial Spirit',,-122.283352,37.808265,2017-05-20 09:00:00,1001 14th St,Oakland,CA,,US,West Oakland - Lowell Park,good,,,Public,,,#13 of 20,Trunk has large gash on bottom 1/3rd/ needs looking at
400,tfo,Catalina ironwood,Lyonothamnus floribundus asplenifolius,,-122.285467,37.809099,2017-05-20 09:00:00,1151 14th St,Oakland,CA,,US,West Oakland - Lowell Park,good,,,Public,,,#14 of 20,Dead leader has been removed/ probably needs additional trimming help
401,tfo,Catalina ironwood,Lyonothamnus floribundus asplenifolius,,-122.285456,37.809138,2017-05-20 09:00:00,1151 14th St,Oakland,CA,,US,West Oakland - Lowell Park,good,,,Public,,,#15 of 20,
402,tfo,Catalina ironwood,Lyonothamnus floribundus asplenifolius,,-122.285429,37.809115,2017-05-20 09:00:00,1151 14th St,Oakland,CA,,US,West Oakland - Lowell Park,good,,,Public,,,#16 of 20,One stake is broken but rig is standing fine
403,tfo,Catalina ironwood,Lyonothamnus floribundus asplenifolius,,-122.285394,37.809134,2017-05-20 09:00:00,1151 14th St,Oakland,CA,,US,West Oakland - Lowell Park,good,,,Public,,,#17 of 20,
404,tfo,Catalina ironwood,Lyonothamnus floribundus asplenifolius,,-122.285358,37.809107,2017-05-20 09:00:00,1151 14th St,Oakland,CA,,US,West Oakland - Lowell Park,good,,,Public,,,#18 of 20,
405,tfo,Princeton American elm,Ulmus americana 'Princeton',,-122.285139,37.809025,2017-05-20 09:00:00,1151 14th St,Oakland,CA,,US,West Oakland - Lowell Park,good,,,Public,,,#19 of 20,
406,tfo,Princeton American elm,Ulmus americana 'Princeton',,-122.285082,37.809031,2017-05-20 09:00:00,1151 14th St,Oakland,CA,,US,West Oakland - Lowell Park,good,,,Public,,,#20 of 20,
407,tfo,Akebono Cherry,Akebono Cherry,,-122.177660,37.760783,2017-05-08 09:00:00,7820 Plymouth St,Oakland,CA,,US,East Oakland (70th - low 80th Aves),good,,,Private,,,also got SCTT FFS tree,
408,tfo,purple-flowering locust,Robinia x Ambigua 'Purple Robe',,-122.235250,37.792379,2017-05-27 09:00:00,2200 19th Ave,Oakland,CA,,US,Clinton Park / San Antonio - excluding San Antonio Park,good,,,Public,,,P.R.Locust - needs pruning,
409,tfo,purple-flowering locust,Robinia x Ambigua 'Purple Robe',,-122.235291,37.792337,2017-05-27 09:00:00,2200 19th Ave,Oakland,CA,,US,Clinton Park / San Antonio - excluding San Antonio Park,good,,,Public,,,P.R.Locust - needs pruning,
410,tfo,box elder,Sensation Box Elder,,-122.178118,37.760681,2017-05-27 09:00:00,7807 Plymouth St,Oakland,CA,,US,East Oakland (70th - low 80th Aves),good,,,Public,,,,
411,tfo,flaxleaf paperbark,Melaleuca linariifolia,,-122.179568,37.747640,2017-05-27 09:00:00,8928 D St,Oakland,CA,,US,Far East Oakland (86th Ave and beyond),good,,,Private,,,,
412,tfo,Evelyn hedge maple,Acer campestre ?Queen Elizabeth?,,-122.216560,37.783083,2017-05-27 09:00:00,2058 Crosby Ave,Oakland,CA,,US,Fruitvale (Lower),good,,,Public,,,,
413,tfo,goldenrain tree,Koelreuteria paniculata Goldenrain Tree,,-122.216505,37.783045,2017-05-27 09:00:00,2058 Crosby Ave,Oakland,CA,,US,Fruitvale (Lower),good,,,Public,,,,Stake could be removed w/ in 6 months
414,tfo,Evelyn hedge maple,Acer campestre ?Queen Elizabeth?,,-122.216449,37.783012,2017-05-27 09:00:00,2058 Crosby Ave,Oakland,CA,,US,Fruitvale (Lower),good,,,Public,,,,Stake could be removed w/ in 6 months
415,tfo,ginkgo,Ginkgo biloba 'The President',,-122.217102,37.781974,2017-05-27 09:00:00,1991 36th Ave,Oakland,CA,,US,Fruitvale (Lower),good,,,Public,,,,
416,tfo,jacaranda,Jacaranda mimosifolia,,-122.294429,37.807126,2017-05-27 09:00:00,831 Center St,Oakland,CA,,US,South Prescott - excluding South Prescott Park,good,,,Private,,,,May want some mulch
417,tfo,New Harmony American elm,Ulmus americana 'New Harmony',,-122.286121,37.812001,2017-05-27 09:00:00,1651 Adeline St,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Public,,,Park #1 of 2,
443,tfo,silver linden,Tilia tomentosa Silver linden,,-122.275191,37.814707,2017-06-10 09:00:00,823-825 Isabella St,Oakland,CA,,US,Central/Uptown/KONO - excluding Northgate Ave,good,,,Public,,,,planting stake removed 3/28
444,tfo,silver linden,Tilia tomentosa Silver linden,,-122.275233,37.814632,2017-06-10 09:00:00,823-825 Isabella St,Oakland,CA,,US,Central/Uptown/KONO - excluding Northgate Ave,good,,,Public,,,,planting stake removed 2/21
445,tfo,silver linden,Tilia tomentosa Silver linden,,-122.275283,37.814565,2017-06-10 09:00:00,823-825 Isabella St,Oakland,CA,,US,Central/Uptown/KONO - excluding Northgate Ave,good,,,Public,,,,Planting stake removed 3/28/ Various injuries to limbs and trunk
446,tfo,silver linden,Tilia tomentosa Silver linden,,-122.275333,37.814478,2017-06-10 09:00:00,823-825 Isabella St,Oakland,CA,,US,Central/Uptown/KONO - excluding Northgate Ave,good,,,Public,,,,planting stake removed 3/28
447,tfo,silver linden,Tilia tomentosa Silver linden,,-122.275393,37.814387,2017-06-10 09:00:00,823-825 Isabella St,Oakland,CA,,US,Central/Uptown/KONO - excluding Northgate Ave,good,,,Public,,,,planting stake removed 3/28
448,tfo,silver linden,Tilia tomentosa Silver linden,,-122.275179,37.814388,2017-06-10 09:00:00,2360 West St,Oakland,CA,,US,Central/Uptown/KONO - excluding Northgate Ave,good,,,Public,,,,
449,tfo,purple-flowering locust,Robinia x ambigua ?Purple Robe?,,-122.169001,37.749938,2017-06-10 09:00:00,9247 Cherry St,Oakland,CA,,US,Far East Oakland (86th Ave and beyond),good,,,Public,,,P.R.Locust - prune winter '17,Removed suckers.
450,tfo,Southern magnolia,Magnolia grandiflora 'Majestic Beauty',,-122.185668,37.775309,2017-06-10 09:00:00,3051 Seminary Ave,Oakland,CA,,US,Picardy/Seminary,good,,,Private,,,,Owner should be notified re: weeds at base
451,tfo,Colonial Spirit American elm,Ulmus americana 'Colonial Spirit',,-122.285867,37.811992,2017-06-10 09:00:00,1651 Adeline St,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Public,,,Park #2 of 2,
452,tfo,ginkgo,Ginkgo biloba - type?,,-122.294479,37.807172,2017-06-17 09:00:00,831 Center St,Oakland,CA,,US,South Prescott - excluding South Prescott Park,good,,,Public,,,,Chickenwire cages by owners
453,tfo,ginkgo,Ginkgo biloba - type?,,-122.294581,37.807195,2017-06-17 09:00:00,831 Center St,Oakland,CA,,US,South Prescott - excluding South Prescott Park,good,,,Public,,,,Chickenwire cages by owners
454,tfo,avocado,Persea americana 'hass',,-122.294670,37.807173,2017-06-17 09:00:00,831 Center St,Oakland,CA,,US,South Prescott - excluding South Prescott Park,good,,,Private,,,,May want some mulch
455,tfo,purple-flowering locust,Robinia x ambigua 'Purple Robe',,-122.271704,37.816394,2017-06-17 09:00:00,2588-2592 MLK Jr Way,Oakland,CA,,US,Hoover/Pill Hill,good,,,Public,,,P.R.Locust - prune winter '17,
456,tfo,purple-flowering locust,Robinia x ambigua 'Purple Robe',,-122.271720,37.816343,2017-06-17 09:00:00,2588-2592 MLK Jr Way,Oakland,CA,,US,Hoover/Pill Hill,good,,,Public,,,P.R.Locust - prune winter '17,Stake can be removed soon
457,tfo,silver linden,Tilia tomentosa Silver Linden,,-122.190952,37.757196,2017-06-22 09:00:00,7216 Hamilton St,Oakland,CA,,US,East Oakland (70th - low 80th Aves),good,,,Private,,,Mayr,
458,tfo,silver linden,Tilia tomentosa Silver Linden,,-122.190883,37.757124,2017-06-22 09:00:00,7216 Hamilton St,Oakland,CA,,US,East Oakland (70th - low 80th Aves),good,,,Private,,,Mayr,
459,tfo,Shumard red oak,Quercus shumardii,,-122.292366,37.817727,2017-06-24 09:00:00,1699 W Grand Ave,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Private,,,1 of 19 (north end of block),
460,tfo,Shumard red oak,Quercus shumardii,,-122.292407,37.817677,2017-06-24 09:00:00,1699 W Grand Ave,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Private,,,2 of 19,
461,tfo,Shumard red oak,Quercus shumardii,,-122.292448,37.817623,2017-06-24 09:00:00,1699 W Grand Ave,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Private,,,3 of 19,
462,tfo,Shumard red oak,Quercus shumardii,,-122.292482,37.817581,2017-06-24 09:00:00,1699 W Grand Ave,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Private,,,4 of 19,
463,tfo,Shumard red oak,Quercus shumardii,,-122.292516,37.817541,2017-06-24 09:00:00,1699 W Grand Ave,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Private,,,5 of 19,
464,tfo,Jefferson American elm,Ulmus americana 'Jefferson',,-122.292558,37.817485,2017-06-24 09:00:00,1699 W Grand Ave,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Private,,,6 of 19,
465,tfo,Jefferson American elm,Ulmus americana 'Jefferson',,-122.292658,37.817364,2017-06-24 09:00:00,1699 W Grand Ave,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Private,,,7 of 19,
466,tfo,Shumard red oak,Quercus shumardii,,-122.292704,37.817306,2017-06-24 09:00:00,1699 W Grand Ave,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Private,,,8 of 19,
467,tfo,Shumard red oak,Quercus shumardii,,-122.292749,37.817249,2017-06-24 09:00:00,1699 W Grand Ave,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Private,,,9 of 19,
468,tfo,Shumard red oak,Quercus shumardii,,-122.292787,37.817198,2017-06-24 09:00:00,1699 W Grand Ave,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Private,,,10 of 19,
469,tfo,Shumard red oak,Quercus shumardii,,-122.292828,37.817150,2017-06-24 09:00:00,1699 W Grand Ave,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Private,,,11 of 19,
470,tfo,Shumard red oak,Quercus shumardii,,-122.292864,37.817104,2017-06-24 09:00:00,1699 W Grand Ave,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Private,,,12 of 19,
471,tfo,Shumard red oak,Quercus shumardii,,-122.292902,37.817058,2017-06-24 09:00:00,1699 W Grand Ave,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Private,,,13 of 19,Topped at some point
472,tfo,Shumard red oak,Quercus shumardii,,-122.292945,37.817001,2017-06-24 09:00:00,1699 W Grand Ave,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Private,,,14 of 19,
473,tfo,Shumard red oak,Quercus shumardii,,-122.292985,37.816953,2017-06-24 09:00:00,1699 W Grand Ave,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Private,,,15 of 19,
474,tfo,Colonial Spirit American elm,Ulmus americana 'Colonial Spirit',,-122.293022,37.816906,2017-06-24 09:00:00,1699 W Grand Ave,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Private,,,16 of 19,
475,tfo,Shumard red oak,Quercus shumardii,,-122.293079,37.816836,2017-06-24 09:00:00,1699 W Grand Ave,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Private,,,17 of 19,
476,tfo,Shumard red oak,Quercus shumardii,,-122.293117,37.816788,2017-06-24 09:00:00,1699 W Grand Ave,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Private,,,18 of 19,Looks poor compared to others
477,tfo,Colonial Spirit American elm,Ulmus americana 'Colonial Spirit',,-122.293151,37.816746,2017-06-24 09:00:00,1699 W Grand Ave,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Private,,,19 of 19,
478,tfo,river birch,Betula nigra 'Heritage',,-122.294458,37.815579,2017-06-24 09:00:00,1700 18th St,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Public,,,#1 of 3,Its a bramble/ unsure how to proceed on OP&R property
479,tfo,river birch,Betula nigra 'Heritage',,-122.294446,37.815545,2017-06-24 09:00:00,1700 18th St,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Public,,,#2 of 3,Its a bramble/ unsure how to proceed on OP&R property
480,tfo,river birch,Betula nigra 'Heritage',,-122.294350,37.815517,2017-06-24 09:00:00,1700 18th St,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Public,,,#3 of 3,Its a bramble/ unsure how to proceed on OP&R property
481,tfo,hybrid madrone,Arbutus 'Marina',,-122.168322,37.753934,2017-06-29 09:00:00,8816 Olive St,Oakland,CA,,US,Far East Oakland (86th Ave and beyond),good,,,Private,,,,
482,tfo,hybrid madrone,Arbutus 'Marina',,-122.168093,37.754044,2017-06-29 09:00:00,8816 Olive St,Oakland,CA,,US,Far East Oakland (86th Ave and beyond),good,,,Private,,,,
483,tfo,Akebono Cherry,Prunus x yedoensis 'Akebono' (cherry),,-122.232766,37.794933,2017-04-29 09:00:00,2528 19th Ave,Oakland,CA,,US,Highland Park,good,,,Private,,,,
484,tfo,avocado,Persea americana 'Hass' (avocado),,-122.232509,37.794736,2017-04-29 09:00:00,2528 19th Ave,Oakland,CA,,US,Highland Park,good,,,Private,,,,
485,tfo,avocado,Persea americana 'Bacon' (avocado),,-122.232504,37.794802,2017-04-29 09:00:00,2528 19th Ave,Oakland,CA,,US,Highland Park,good,,,Private,,,,
486,tfo,avocado,Bacon avocado,,-122.202677,37.777424,2017-05-10 09:00:00,4909 Fairfax Ave,Oakland,CA,,US,Fairfax,good,,,Private,,,,
487,tfo,Fuyu persimmon,Fuyu persimmon,,-122.202588,37.777377,2017-05-10 09:00:00,4909 Fairfax Ave,Oakland,CA,,US,Fairfax,good,,,Private,,,,
488,tfo,tangelo,Tangelo,,-122.202603,37.777440,2017-05-10 09:00:00,4909 Fairfax Ave,Oakland,CA,,US,Fairfax,good,,,Private,,,,
489,tfo,California bay,Umbellularia californica,,-122.211949,37.798455,2017-04-14 09:00:00,3452 Wilson Ave,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Private,,,,
490,tfo,California bay,Umbellularia californica,,-122.211600,37.798336,2017-04-14 09:00:00,3452 Wilson Ave,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Private,,,,
491,tfo,London plane tree,Platanus x acerifolia 'Columbia',,-122.272810,37.815464,2017-07-01 09:00:00,677 Sycamore St,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Private,,,,
492,tfo,tupelo,Nyssa sylvatica 'Haymanred',,-122.232818,37.773376,2017-10-29 09:00:00,2908 Chapman St,Oakland,CA,,US,Fruitvale (Lower),good,,,Public,,,,
493,tfo,Holly Oak,Quercus ilex Holly Oak,,-122.245114,37.796750,2017-12-02 09:00:00,1951 9th Ave,Oakland,CA,,US,Clinton Park / San Antonio - excluding San Antonio Park,good,,,Public,,,,leader might need some guidance.
494,tfo,Chinese Pistache,Pistacia chinensis (Chinese pistache),,-122.257509,37.798885,2017-12-02 09:00:00,1255 1st Ave,Oakland,CA,,US,Merritt,good,,,Private,,,,
495,tfo,Afterburner Tupelo,Nyssa sylvatica Tupelo 'Afterburner' 2 y bud in root bag 15 # container,,-122.235248,37.792236,2017-12-02 09:00:00,2200 19th Ave,Oakland,CA,,US,Clinton Park / San Antonio - excluding San Antonio Park,good,,,Private,,,,
496,tfo,Afterburner Tupelo,Nyssa sylvatica Tupelo 'Afterburner' 2 y bud in root bag 15 # container,,-122.235193,37.792200,2017-12-02 09:00:00,2200 19th Ave,Oakland,CA,,US,Clinton Park / San Antonio - excluding San Antonio Park,good,,,Private,,,,
497,tfo,Chinese Pistache,Pistacia chinensis Chinese Pistache,,-122.231053,37.790850,2017-12-02 09:00:00,2232 East 23rd St,Oakland,CA,,US,Fruitvale (Lower),good,,,Public,,,,
498,tfo,American Ash,Fraxinus americana 'Autumn Purple' American Ash,,-122.272368,37.821734,2017-12-02 09:00:00,717 32nd St,Oakland,CA,,US,Hoover/Pill Hill,good,,,Private,,,,Front yard/ looks taken care of/ owner might want mulch
499,tfo,New Zealand Christmas tree,Metrosideros excelsa (New Zealand Christmas tree),,-122.273042,37.824051,2017-12-02 09:00:00,815 34th St,Oakland,CA,,US,Hoover/Pill Hill,good,,,Public,,,,
500,tfo,Coast Live Oak,Quercus agrifolia,,-122.293922,37.809840,2017-12-02 09:00:00,1470 12th St,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Public,,,,
501,tfo,American Elm,Ulmus americana 'New Harmony' (American elm) 10#,,-122.184259,37.767587,2017-12-02 09:00:00,2600 Havenscourt Blvd,Oakland,CA,,US,Picardy/Seminary,good,,,Public,,,,
502,tfo,Autumn Blaze Red Maple,Acer x freemanii 'Jeffersred' (Autumn Blaze Red Maple),,-122.184219,37.767549,2017-12-02 09:00:00,2600 Havenscourt Blvd,Oakland,CA,,US,Picardy/Seminary,good,,,Public,,,,
503,tfo,American Elm,Ulmus americana 'New Harmony' (American elm) 10#,,-122.184169,37.767498,2017-12-02 09:00:00,2600 Havenscourt Blvd,Oakland,CA,,US,Picardy/Seminary,good,,,Public,,,,
504,tfo,Autumn Blaze Red Maple,Acer x freemanii 'Jeffersred' (Autumn Blaze Red Maple),,-122.184110,37.767442,2017-12-02 09:00:00,2600 Havenscourt Blvd,Oakland,CA,,US,Picardy/Seminary,good,,,Public,,,,
505,tfo,Southern magnolia,Magnolia grandiflora 'Samuel Sommer' (Southern Magnolia),,-122.184101,37.767516,2020-01-03 09:00:00,2600 Havenscourt Blvd,Oakland,CA,,US,Picardy/Seminary,good,,,Private,,,relocated to private property Jan '20,
506,tfo,avocado,Persea americana 'Hass',,-122.181041,37.729420,2017-12-09 09:00:00,10329 Knight St,Oakland,CA,,US,Far East Oakland (86th Ave and beyond),good,,,Private,,,,
507,tfo,Ginkgo,Ginkgo biloba 'Fairmont',,-122.214529,37.790110,2017-12-16 09:00:00,3254 Deering St,Oakland,CA,,US,Peralta/Hacienda,good,,,Public,,,,
508,tfo,Autumn Blaze Red Maple,Acer x freemanii 'Jeffersred' (Autumn Blaze red maple),,-122.214302,37.790011,2017-12-16 09:00:00,3266 Deering St,Oakland,CA,,US,Peralta/Hacienda,good,,,Public,,,,
