ref,who,common,scientific,genus,lng,lat,date_planted,address,city,state,zip,country,neighborhood,health,dbh,height,owner,url,urlimage,status,notes
26,tfo,Frontier elm,Ulmus x 'Frontier',,-122.240151,37.791066,2016-01-30 09:00:00,1601 East 19th St,Oakland,CA,,US,Clinton Park / San Antonio - San Antonio Park,good,,,Public,,,,
27,tfo,Frontier elm,Ulmus x 'Frontier',,-122.240311,37.791163,2016-01-30 09:00:00,1601 East 19th St,Oakland,CA,,US,Clinton Park / San Antonio - San Antonio Park,good,,,Public,,,,Leader is leaning slightly
28,tfo,Brisbane box,Lophostemon confertus / Tristania conferta,,-122.267577,37.803194,2016-02-24 09:00:00,1415 Harrison St,Oakland,CA,,US,Central/Uptown/KONO - excluding Northgate Ave,good,,,Public,,,,Crossbraces on with nails
29,tfo,Brisbane box,Lophostemon confertus / Tristania conferta,,-122.267601,37.803154,2016-02-24 09:00:00,1415 Harrison St,Oakland,CA,,US,Central/Uptown/KONO - excluding Northgate Ave,good,,,Public,,,,Crossbraces on with nails
30,tfo,Shumard red oak,Quercus shumardii,,-122.268686,37.812664,2016-02-27 09:00:00,2300 Telegraph Ave,Oakland,CA,,US,Central/Uptown/KONO - excluding Northgate Ave,good,,,Public,,,,
31,tfo,New Zealand Christmas tree,Metrosideros excelsa,,-122.196301,37.766977,2016-03-12 09:00:00,5911 Bromley Ave,Oakland,CA,,US,Picardy/Seminary,good,,,Public,,,,Planting stake still attached. May need some selective pruning to remove stake and brace which should be soon.
32,tfo,silver linden,Tilia tomentosa 'Sterling',,-122.249702,37.801030,2016-03-12 09:00:00,258 Athol Ave,Oakland,CA,,US,Cleveland Heights,good,,,Public,,,,
33,tfo,Chinese pistache,Pistacia chinensis 'Keith Davey',,-122.230008,37.797113,2016-03-19 09:00:00,1923 E 29th St,Oakland,CA,,US,Highland Park,good,,,Public,,,,
34,tfo,cajeput tree,Melaleuca quinquenervia,,-122.230510,37.777715,2016-03-19 09:00:00,1112 29th Ave,Oakland,CA,,US,Fruitvale (Lower),good,,,Public,,,,
35,tfo,cajeput tree,Melaleuca quinquenervia,,-122.230545,37.777676,2016-03-19 09:00:00,1112 29th Ave,Oakland,CA,,US,Fruitvale (Lower),good,,,Public,,,,This is all tangled up in its brace and the leader looks way off
36,tfo,peppermint tree,Agonis flexuosa,,-122.230278,37.777515,2016-03-22 09:00:00,1112 29th Ave,Oakland,CA,,US,Fruitvale (Lower),good,,,Public,,,,
37,tfo,peppermint tree,Agonis flexuosa,,-122.230237,37.777557,2016-03-22 09:00:00,1112 29th Ave,Oakland,CA,,US,Fruitvale (Lower),good,,,Public,,,,
40,tfo,Catalina ironwood,Lyonothamnus floribundus asplenifolius,,-122.217818,37.796524,2016-03-26 09:00:00,2550 Cordova St,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Private,,,,
41,tfo,Catalina ironwood,Lyonothamnus floribundus asplenifolius,,-122.217862,37.796414,2016-03-26 09:00:00,2550 Cordova St,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Private,,,,
42,tfo,chitalpa,X Chitalpa tashkentensis 'Pink Dawn',,-122.218023,37.796332,2016-03-26 09:00:00,2550 Cordova St,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Private,,,,
43,tfo,Catalina ironwood,Lyonothamnus floribundus asplenifolius,,-122.217888,37.796356,2016-04-02 09:00:00,2550 Cordova St,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Private,,,,
44,tfo,Chinese flame tree,Koelreuteria bipinnata,,-122.189777,37.777015,2016-04-02 09:00:00,5438 Normandie Ave,Oakland,CA,,US,Melrose,good,,,Public,,,,
45,tfo,Catalina ironwood,Lyonothamnus floribundus asplenifolius,,-122.191082,37.760415,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,pruned
46,tfo,Catalina ironwood,Lyonothamnus floribundus asplenifolius,,-122.191063,37.760390,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,pruned
47,tfo,Catalina ironwood,Lyonothamnus floribundus asplenifolius,,-122.191033,37.760376,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,pruned
48,tfo,Catalina ironwood,Lyonothamnus floribundus asplenifolius,,-122.191056,37.760360,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,pruned
49,tfo,Catalina ironwood,Lyonothamnus floribundus asplenifolius,,-122.191027,37.760348,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,pruned
50,tfo,Catalina ironwood,Lyonothamnus floribundus asplenifolius,,-122.191002,37.760353,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,pruned
51,tfo,Catalina ironwood,Lyonothamnus floribundus asplenifolius,,-122.190984,37.760377,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,pruned
52,tfo,Catalina ironwood,Lyonothamnus floribundus asplenifolius,,-122.190978,37.760402,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,pruned
53,tfo,Catalina ironwood,Lyonothamnus floribundus asplenifolius,,-122.190951,37.760381,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,pruned
54,tfo,Catalina ironwood,Lyonothamnus floribundus asplenifolius,,-122.190938,37.760402,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,pruned
55,tfo,Catalina ironwood,Lyonothamnus floribundus asplenifolius,,-122.190978,37.760432,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,pruned
56,tfo,Catalina ironwood,Lyonothamnus floribundus asplenifolius,,-122.191016,37.760437,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,pruned
57,tfo,Catalina ironwood,Lyonothamnus floribundus asplenifolius,,-122.191046,37.760451,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,pruned
58,tfo,Catalina ironwood,Lyonothamnus floribundus asplenifolius,,-122.191021,37.760466,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,1 of the 14 is missing/gone/ don't know whether it is really this one
59,tfo,red maple,Acer rubrum 'October Glory',,-122.191843,37.760092,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
60,tfo,Shumard red oak,Quercus shumardii,,-122.191843,37.760051,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
61,tfo,deodar cedar,Cedrus deodara,,-122.191926,37.761237,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
62,tfo,deodar cedar,Cedrus deodara,,-122.191686,37.760971,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
63,tfo,coast live oak,Quercus agrifolia,,-122.191888,37.761183,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
64,tfo,coast live oak,Quercus agrifolia,,-122.191843,37.761179,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
65,tfo,coast live oak,Quercus agrifolia,,-122.191855,37.761150,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
66,tfo,coast live oak,Quercus agrifolia,,-122.191802,37.761119,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
67,tfo,coast live oak,Quercus agrifolia,,-122.191695,37.761116,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
68,tfo,coast live oak,Quercus agrifolia,,-122.191758,37.761059,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
69,tfo,coast live oak,Quercus agrifolia,,-122.191721,37.761021,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
70,tfo,coast live oak,Quercus agrifolia,,-122.191699,37.761057,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
71,tfo,coast live oak,Quercus agrifolia,,-122.191644,37.761049,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
72,tfo,coast live oak,Quercus agrifolia,,-122.191615,37.761006,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
73,tfo,coast live oak,Quercus agrifolia,,-122.191391,37.761008,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
74,tfo,coast live oak,Quercus agrifolia,,-122.191325,37.760953,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
75,tfo,coast live oak,Quercus agrifolia,,-122.191230,37.760925,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
76,tfo,coast live oak,Quercus agrifolia,,-122.191177,37.760934,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
77,tfo,coast live oak,Quercus agrifolia,,-122.191147,37.760893,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
78,tfo,hybrid madrone,Arbutus x 'Marina',,-122.191766,37.761179,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
79,tfo,hybrid madrone,Arbutus x 'Marina',,-122.191616,37.761082,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
80,tfo,hybrid madrone,Arbutus x 'Marina',,-122.191359,37.761032,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
81,tfo,hybrid madrone,Arbutus x 'Marina',,-122.191336,37.760994,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
82,tfo,hybrid madrone,Arbutus x 'Marina',,-122.191204,37.760964,2018-04-12 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,replaced spring 2018,
83,tfo,London plane tree,Platanus x acerifolia 'Columbia',,-122.192043,37.759611,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
84,tfo,London plane tree,Platanus x acerifolia 'Columbia',,-122.191979,37.759652,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
85,tfo,London plane tree,Platanus x acerifolia 'Columbia',,-122.191901,37.759701,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
86,tfo,London plane tree,Platanus x acerifolia 'Columbia',,-122.191830,37.759746,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
87,tfo,London plane tree,Platanus x acerifolia 'Columbia',,-122.191769,37.759786,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
88,tfo,London plane tree,Platanus x acerifolia 'Columbia',,-122.191706,37.759824,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
89,tfo,London plane tree,Platanus x acerifolia 'Columbia',,-122.191590,37.759901,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
90,tfo,London plane tree,Platanus x acerifolia 'Columbia',,-122.191527,37.759940,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
91,tfo,London plane tree,Platanus x acerifolia 'Columbia',,-122.191459,37.759986,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
92,tfo,London plane tree,Platanus x acerifolia 'Columbia',,-122.191321,37.760072,2016-04-03 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
93,tfo,Afghan pine,Pinus eldarica,,-122.272953,37.823215,2016-04-05 09:00:00,Brockhurst St,Oakland,CA,,US,Hoover/Pill Hill,good,,,Public,,,,
94,tfo,Afghan pine,Pinus eldarica,,-122.273037,37.823112,2016-04-05 09:00:00,Brockhurst St,Oakland,CA,,US,Hoover/Pill Hill,good,,,Public,,,,
95,tfo,Afghan pine,Pinus eldarica,,-122.273061,37.823235,2016-04-05 09:00:00,Brockhurst St,Oakland,CA,,US,Hoover/Pill Hill,good,,,Public,,,,
96,tfo,London plane tree,Platanus x acerifolia 'Columbia',,-122.190959,37.760307,2019-01-04 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,replaced dead tree,
97,tfo,Brisbane box,Lophostemon confertus / Tristania conferta,,-122.192656,37.759214,2016-04-09 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
98,tfo,Brisbane box,Lophostemon confertus / Tristania conferta,,-122.192606,37.759249,2016-04-09 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
99,tfo,Brisbane box,Lophostemon confertus / Tristania conferta,,-122.192547,37.759285,2016-04-09 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
100,tfo,Brisbane box,Lophostemon confertus / Tristania conferta,,-122.192439,37.759356,2016-04-09 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
101,tfo,Brisbane box,Lophostemon confertus / Tristania conferta,,-122.192385,37.759390,2016-04-09 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
102,tfo,Brisbane box,Lophostemon confertus / Tristania conferta,,-122.192311,37.759439,2017-12-02 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,REPLACED 2018,
103,tfo,Brisbane box,Lophostemon confertus / Tristania conferta,,-122.192242,37.759481,2016-04-09 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
104,tfo,red maple,Acer rubrum 'October Glory',,-122.213120,37.800711,2016-04-09 09:00:00,3554 Lincoln Ave,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,
105,tfo,Shumard red oak,Quercus shumardii,,-122.269674,37.809782,2019-03-31 09:00:00,2003 Telegraph Ave,Oakland,CA,,US,Central/Uptown/KONO - excluding Northgate Ave,good,,,Public,,,dead tree from '15-16 - replaced Jan '18 - dead again summer '18 - replaced Mar '19,DEAD 2018
106,tfo,Shumard red oak,Quercus shumardii 'Shumard Plains',,-122.269404,37.809818,2018-01-20 09:00:00,2016 Telegraph Ave,Oakland,CA,,US,Central/Uptown/KONO - excluding Northgate Ave,good,,,Public,,,REPLACED 2018,Dead 2019
107,tfo,Shumard red oak,Quercus shumardii 'Shumard Plains',,-122.269392,37.809867,2018-01-20 09:00:00,2016 Telegraph Ave,Oakland,CA,,US,Central/Uptown/KONO - excluding Northgate Ave,good,,,Public,,,REPLACED 2018,Dead 2019
108,tfo,Shumard red oak,Quercus shumardii,,-122.269602,37.810073,2019-03-31 09:00:00,2025 Telegraph Ave,Oakland,CA,,US,Central/Uptown/KONO - excluding Northgate Ave,good,,,Public,,,dead tree from '15-16 - replaced Jan '18 - dead again summer '18 - replaced Mar '19,Water bag/ two different sets of stakes
109,tfo,Shumard red oak,Quercus shumardii,,-122.268640,37.813909,2019-03-14 09:00:00,2427 Telegraph Ave,Oakland,CA,,US,Central/Uptown/KONO - excluding Northgate Ave,good,,,Public,,,dead tree from '15-16 - replaced Jan '18 - dead again summer '18 - replaced Mar '19,Replaced 2019
110,tfo,,Quercus shumardii,,-122.267045,37.819121,2019-03-22 09:00:00,2956 Telegraph Ave,Oakland,CA,,US,Central/Uptown/KONO - excluding Northgate Ave,good,,,Public,,,dead tree from '15-16 - replaced Jan '18? - dead again Mar '19 - replaced Mar '19,Misc. wooden stakes in well/ water bag/ still very young looking for 2+ yers in ground
111,tfo,Shumard red oak,Quercus shumardii,,-122.272833,37.823999,2016-04-14 09:00:00,3329 West St,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Public,,,,
112,tfo,Shumard red oak,Quercus shumardii,,-122.272926,37.824020,2016-04-14 09:00:00,3329 West St,Oakland,CA,,US,West Oakland - excluding parks/ Pacific Pipe / American Steel/ and condos,good,,,Public,,,,Stake can be removed soon
113,tfo,island oak,Quercus tomentella,,-122.224905,37.791066,2016-04-14 09:00:00,2409 East 27th St,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,
114,tfo,island oak,Quercus tomentella,,-122.224871,37.791128,2016-04-14 09:00:00,2409 East 27th St,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,
115,tfo,island oak,Quercus tomentella,,-122.224846,37.791182,2016-04-14 09:00:00,2409 East 27th St,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,DEAD?,
116,tfo,London plane tree,Platanus x acerifolia 'Columbia',,-122.268821,37.813175,2019-03-14 09:00:00,2321 Telegraph Ave,Oakland,CA,,US,Central/Uptown/KONO - excluding Northgate Ave,good,,,Public,,,dead tree from '15-16 - replaced Jan '18 - dead again summer '18 - replaced Mar '19,DEAD 2018
117,tfo,Shumard red oak,Quercus shumardii,,-122.267681,37.817703,2019-03-14 09:00:00,2815 Telegraph Ave,Oakland,CA,,US,Central/Uptown/KONO - excluding Northgate Ave,good,,,Public,,,dead tree from '15-16 - replaced Jan '18 - dead again summer '18 - replaced Mar '19,DEAD 2018
118,tfo,Chinese pistache,Pistacia chinensis,,-122.266963,37.820426,2016-04-16 09:00:00,3121 Telegraph Ave,Oakland,CA,,US,Central/Uptown/KONO - excluding Northgate Ave,good,,,Public,,,,
119,tfo,incense cedar,Calocedrus decurrens,,-122.226097,37.791524,2016-04-21 09:00:00,2409 East 27th St,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,
120,tfo,incense cedar,Calocedrus decurrens,,-122.226154,37.791524,2016-04-21 09:00:00,2409 East 27th St,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,
121,tfo,incense cedar,Calocedrus decurrens,,-122.226091,37.791494,2016-04-21 09:00:00,2409 East 27th St,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,
122,tfo,European hornbeam,Carpinus betulus 'Frans Fontaine',,-122.191490,37.761033,2016-04-23 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
123,tfo,European hornbeam,Carpinus betulus 'Frans Fontaine',,-122.191527,37.761041,2016-04-23 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
124,tfo,European hornbeam,Carpinus betulus 'Frans Fontaine',,-122.191568,37.761016,2016-04-23 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
125,tfo,European hornbeam,Carpinus betulus 'Frans Fontaine',,-122.191563,37.760988,2016-04-23 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
126,tfo,incense cedar,Calocedrus decurrens,,-122.191628,37.760893,2016-04-23 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
127,tfo,incense cedar,Calocedrus decurrens,,-122.191632,37.760922,2016-04-23 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
128,tfo,deodar cedar,Cedrus deodara,,-122.190909,37.760812,2016-04-25 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
129,tfo,hybrid madrone,Arbutus x 'Marina',,-122.191124,37.760925,2018-04-12 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,replaced spring 2018,
130,tfo,Chinese pistache,Pistacia chinensis 'Keith Davey',,-122.200591,37.777553,2016-04-26 09:00:00,2440 Monticello Ave,Oakland,CA,,US,Fairfax,good,,,Public,,,,
131,tfo,Chinese pistache,Pistacia chinensis 'Keith Davey',,-122.200525,37.777597,2016-04-26 09:00:00,2440 Monticello Ave,Oakland,CA,,US,Fairfax,good,,,Public,,,,
132,tfo,coast live oak,Quercus agrifolia,,-122.191056,37.760882,2016-04-27 09:00:00,6701 International Blvd,Oakland,CA,,US,Havenscourt,good,,,Public,,,,
133,tfo,silver linden,Tilia tomentosa,,-122.247208,37.791438,2016-04-30 09:00:00,1154 E 15th St,Oakland,CA,,US,Clinton Park / San Antonio - excluding San Antonio Park,good,,,Public,,,,
134,tfo,Shumard red oak,Quercus shumardii,,-122.217850,37.772522,2016-04-30 09:00:00,1206 41st Ave,Oakland,CA,,US,Fruitvale (Lower),good,,,Public,,,,
135,tfo,incense cedar,Calocedrus decurrens,,-122.226047,37.791553,2016-05-05 09:00:00,2409 East 27th St,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,
136,tfo,incense cedar,Calocedrus decurrens,,-122.226031,37.791534,2016-05-05 09:00:00,2409 East 27th St,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,
137,tfo,incense cedar,Calocedrus decurrens,,-122.226013,37.791560,2016-05-05 09:00:00,2409 East 27th St,Oakland,CA,,US,Upper Fruitvale / Dimond,good,,,Public,,,,
